0100 0000 0010 0000 00 10 11 0000
1000 0101 1101 1111 10 10 10 1101
1011 0001 0010 1100 10 10 01 1110
0001 1100 1110 0001 00 00 10 0000
1010 0001 1111 1111 01 00 00 0000
1010 1001 1001 1010 11 10 00 0000
0000 0011 1001 1011 01 00 01 1001
0111 0100 0010 1011 10 00 00 0000
1001 0000 0000 0011 01 10 00 0000
1001 0001 0111 0011 11 10 10 0100
0110 0000 0111 0010 00 01 10 0000
1111 1001 1100 0010 11 01 11 0000
0101 1110 1010 1111 11 10 00 0000
1111 0110 0010 1100 11 00 01 0000
0100 1110 1110 0011 00 01 00 0000
1001 0000 1101 1110 01 10 01 1111
1010 0101 1110 0011 11 01 10 0000
1101 0010 1100 0001 11 00 00 0000
0011 0011 1101 0111 01 10 11 1000
0101 0001 1110 1010 01 00 00 0000
0000 0100 1001 0000 00 00 11 0000
0001 0001 1001 1111 01 00 11 0010
1010 0010 0101 0101 01 10 00 0000
1000 0011 1011 1101 01 10 10 0000
0000 0100 1001 0110 00 10 01 1111
1011 0101 1101 0010 10 00 10 1111
0010 0000 0000 1010 00 11 11 0000
0100 1000 0011 1110 00 10 11 0000
0110 0001 1001 1100 01 11 01 0000
1011 0110 0110 1110 10 10 10 1111
1111 0001 1011 0011 11 11 01 0001
1000 0001 1011 0000 01 01 01 1011
0000 0001 1101 1011 01 11 00 0000
1011 0100 1101 0001 10 00 01 0001
0010 0001 0110 1100 00 10 00 0000
0010 0011 0001 0110 01 10 10 0000
0111 1101 1010 0011 11 01 00 0000
0001 1000 0010 0011 11 01 11 0000
0110 1000 0100 0001 10 01 11 1110
1111 1111 0100 0100 00 01 11 1111
0011 0001 1010 0010 11 11 01 0010
0000 1100 1111 1100 00 10 11 0000
0010 1100 0011 0000 10 11 11 1110
0111 0001 1101 1011 10 00 11 0111
1111 0110 0101 1100 00 11 01 0000
1111 1100 0110 0010 00 01 10 1100
1100 0001 0001 0100 01 11 10 1000
1001 1000 0000 0000 00 01 11 1000
1000 0011 1000 1001 01 11 01 0000
0011 0000 1010 1100 00 11 00 0000
0111 1010 1101 1010 00 10 00 0000
1010 0000 1100 0011 00 01 01 0000
0001 1101 1110 0010 00 10 01 1110
